Attrition,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,EmployeeNumber,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0,35,1,138,1,2,269,3,1,2,1,37,3,2,2,2,0,4425,15986,5,0,11,3,4,80,0,10,5,3,6,2,1,2
0,42,2,926,1,21,270,2,1,3,1,36,3,2,3,3,2,5265,16439,2,0,16,3,2,80,1,11,5,3,5,3,0,2
0,38,0,1261,1,2,271,4,0,4,0,88,3,2,3,3,1,6553,7259,9,0,14,3,2,80,0,14,3,3,1,0,0,0
0,38,0,1084,1,29,273,3,3,4,0,54,3,2,3,4,1,6261,4185,3,0,18,3,1,80,1,9,3,1,7,7,1,7
0,27,1,472,1,1,274,1,3,3,0,60,2,2,3,1,1,4298,9679,5,0,19,3,3,80,1,6,1,3,2,2,2,0
0,49,2,1002,1,18,275,4,0,4,0,92,3,2,3,4,2,6804,23793,1,1,15,3,1,80,2,7,0,3,7,7,1,7
0,34,1,878,1,10,277,4,1,4,0,43,3,1,1,3,2,3815,5972,1,1,17,3,4,80,1,5,4,4,5,3,2,0
0,40,0,905,1,19,281,2,1,3,0,99,3,2,2,4,1,2741,16523,8,1,15,3,3,80,1,15,2,4,7,2,3,7
1,38,0,1180,1,29,282,1,1,2,0,70,3,2,4,1,1,6673,11354,7,1,19,3,2,80,0,17,2,3,1,0,0,0
1,29,0,121,0,27,283,3,2,2,1,35,3,3,0,4,1,7639,24525,1,0,22,4,4,80,3,10,3,2,10,4,1,9
0,22,0,1136,1,5,284,3,0,4,0,60,4,1,1,2,2,2328,12392,1,1,16,3,1,80,1,4,2,2,4,2,2,2
0,36,1,635,1,18,286,1,1,2,1,73,3,1,2,4,0,2153,7703,1,0,13,3,1,80,0,8,2,3,8,1,1,7
0,40,2,1151,1,9,287,5,0,4,0,63,2,2,4,4,1,4876,14242,9,0,14,3,4,80,1,5,5,1,3,2,0,2
0,46,0,644,1,1,288,4,1,4,0,97,3,3,4,1,2,9396,12368,7,0,16,3,3,80,1,17,3,3,4,2,0,3
1,32,0,1045,0,4,291,4,1,4,0,32,1,3,0,4,1,10400,25812,1,0,11,3,3,80,0,14,2,2,14,8,9,8
0,30,2,829,1,1,292,1,0,3,0,88,2,3,3,3,0,8474,20925,1,0,22,4,3,80,0,12,2,3,11,8,5,8
0,27,1,1242,0,20,293,3,0,4,1,90,3,2,0,3,0,9981,12916,1,0,14,3,4,80,0,7,2,3,7,7,0,7
0,51,0,1469,1,8,296,4,0,2,0,81,2,3,7,2,1,12490,15736,5,0,16,3,4,80,2,16,5,1,10,9,4,7
1,30,0,1005,1,3,297,3,3,4,1,88,3,1,1,1,0,2657,8556,5,1,11,3,3,80,0,8,5,3,5,2,0,4
0,41,0,896,0,6,298,3,0,4,1,75,3,3,5,4,0,13591,14674,3,1,18,3,3,80,0,16,3,3,1,0,0,0
1,30,1,334,0,26,299,4,2,3,1,52,2,2,0,1,0,6696,22967,5,0,15,3,3,80,0,9,5,2,6,3,0,1
1,29,0,992,1,1,300,3,3,3,0,85,3,1,1,3,0,2058,19757,0,0,14,3,4,80,0,7,1,2,6,2,1,5
0,45,2,1052,0,6,302,3,1,4,1,57,2,3,0,4,0,8865,16840,6,0,12,3,4,80,0,23,2,3,19,7,12,8
0,54,0,1147,0,3,303,3,2,4,1,52,3,2,0,1,1,5940,17011,2,0,14,3,4,80,1,16,4,3,6,2,0,5
0,36,0,1396,1,5,304,2,0,4,0,62,3,2,2,2,0,5914,9945,8,0,16,3,4,80,0,16,3,4,13,11,3,7
0,33,0,147,1,4,305,4,1,3,1,47,2,1,1,2,1,2622,13248,6,0,21,4,4,80,0,7,3,3,3,2,1,1
0,37,1,663,1,11,306,3,5,2,0,47,3,3,7,4,2,12185,10056,1,1,14,3,3,80,3,10,1,3,10,8,0,7
0,38,0,119,0,3,307,3,0,1,0,76,3,3,0,3,2,10609,9647,0,0,12,3,3,80,2,17,6,2,16,10,5,13
0,31,2,979,1,1,308,4,1,3,0,90,1,2,3,3,1,4345,4381,0,0,12,3,4,80,1,6,2,3,5,4,1,4
0,59,0,142,1,3,309,3,0,3,0,70,2,1,1,4,1,2177,8456,3,0,17,3,1,80,1,7,6,3,1,0,0,0
0,37,1,319,0,4,311,4,2,1,0,41,3,1,6,4,2,2793,2539,4,0,17,3,3,80,1,13,2,3,9,8,5,8
0,29,1,1413,0,1,312,1,1,2,1,42,3,3,0,4,1,7918,6599,1,0,14,3,4,80,1,11,5,3,11,10,4,1
0,35,1,944,0,1,314,3,2,3,1,92,3,3,0,3,0,8789,9096,1,0,14,3,1,80,0,10,3,4,10,7,0,8
1,29,0,896,1,18,315,1,1,3,0,86,2,1,1,4,0,2389,14961,1,1,13,3,3,80,0,4,3,2,4,3,0,1
0,52,0,1323,1,2,316,3,0,3,1,89,2,1,2,4,0,3212,3300,7,0,15,3,2,80,0,6,3,2,2,2,2,2
0,42,0,532,1,4,319,2,3,3,0,58,3,5,5,4,1,19232,4933,1,0,11,3,4,80,0,22,3,3,22,17,11,15
0,59,0,818,3,6,321,2,1,2,0,52,3,1,8,3,1,2267,25657,8,0,17,3,4,80,0,7,2,2,2,2,2,2
0,50,0,854,0,1,323,4,1,4,1,68,3,5,5,4,2,19517,24118,3,0,11,3,3,80,1,32,3,2,7,0,0,6
1,33,0,813,1,14,325,3,1,3,0,58,3,1,2,4,1,2436,22149,5,1,13,3,3,80,1,8,2,1,5,4,0,4
0,43,0,1034,0,16,327,3,2,4,1,80,3,4,5,4,1,16064,7744,5,1,22,4,3,80,1,22,3,3,17,13,1,9
1,33,0,465,1,2,328,2,0,1,1,39,3,1,2,1,1,2707,21509,7,0,20,4,1,80,0,13,3,4,9,7,1,7
0,52,2,771,0,2,329,4,0,1,0,79,2,5,5,3,0,19068,21030,1,1,18,3,4,80,0,33,2,4,33,7,15,12
0,32,0,1401,0,4,330,2,0,3,1,56,3,1,6,2,1,3931,20990,2,0,11,3,1,80,1,6,5,3,4,3,1,2
1,32,0,515,1,1,331,3,0,4,0,62,2,1,2,3,0,3730,9571,0,1,14,3,4,80,0,4,2,1,3,2,1,2
0,39,0,1431,1,1,332,4,1,3,1,96,3,1,2,3,2,2232,15417,7,0,14,3,3,80,3,7,1,3,3,2,1,2
0,32,2,976,0,26,333,4,2,3,0,100,3,2,0,4,1,4465,12069,0,0,18,3,1,80,0,4,2,3,3,2,2,2
0,41,0,1411,1,19,334,2,0,3,0,36,3,2,1,1,2,3072,19877,2,0,16,3,1,80,2,17,2,2,1,0,0,0
0,40,0,1300,1,24,335,2,3,1,0,62,3,2,1,4,2,3319,24447,1,0,17,3,1,80,2,9,3,3,9,8,4,7
0,45,0,252,1,1,336,3,5,3,0,70,4,5,5,4,1,19202,15970,0,0,11,3,3,80,1,25,2,3,24,0,1,7
0,31,1,1327,1,3,337,4,1,2,0,73,3,3,7,3,2,13675,13523,9,0,12,3,1,80,1,9,3,3,2,2,2,2
0,33,0,832,1,5,338,4,0,3,1,63,2,1,1,4,1,2911,14776,1,0,13,3,3,80,1,2,2,2,2,2,0,2
0,34,0,470,1,2,339,4,0,4,0,84,2,2,3,1,1,5957,23687,6,0,13,3,2,80,1,13,3,3,11,9,5,9
0,37,0,1017,1,1,340,2,1,3,1,83,2,1,1,1,1,3920,18697,2,0,14,3,1,80,1,17,2,2,3,1,0,2
0,45,1,1199,1,7,341,4,0,1,0,77,4,2,3,3,1,6434,5118,4,0,17,3,4,80,1,9,1,3,3,2,0,2
1,37,1,504,1,10,342,3,1,1,0,61,3,3,3,3,2,10048,22573,6,0,11,3,2,80,2,17,5,3,1,0,0,0
0,39,1,505,1,2,343,4,3,3,1,64,3,3,4,3,0,10938,6420,0,0,25,4,4,80,0,20,1,3,19,6,11,8
0,29,0,665,1,15,346,3,0,3,0,60,3,1,1,4,0,2340,22673,1,0,19,3,1,80,0,6,1,3,6,5,1,5
0,42,0,916,1,17,347,2,0,4,1,82,4,2,1,1,0,6545,23016,3,1,13,3,3,80,0,10,1,3,3,2,0,2
0,29,0,1247,0,20,349,2,2,4,0,45,3,2,0,4,2,6931,10732,2,0,14,3,4,80,1,10,2,3,3,2,0,2
0,25,0,685,1,1,350,3,0,1,1,62,3,2,3,3,1,4898,7505,0,0,12,3,4,80,2,5,3,3,4,2,1,2
0,42,0,269,1,2,351,3,1,4,1,56,2,1,2,1,2,2593,8007,0,1,11,3,3,80,1,10,4,3,9,6,7,8
0,40,0,1416,1,2,352,2,1,1,0,49,3,5,7,3,2,19436,5949,0,0,19,3,4,80,1,22,5,3,21,7,3,9
0,51,0,833,1,1,353,3,0,3,0,96,3,1,1,4,1,2723,23231,1,0,11,3,2,80,0,1,0,2,1,0,0,0
1,31,1,307,1,29,355,2,1,3,0,71,2,1,2,2,0,3479,11652,0,0,11,3,2,80,0,6,2,4,5,4,1,4
0,32,1,1311,1,7,359,3,0,2,0,100,4,1,2,2,1,2794,26062,1,0,20,4,3,80,0,5,3,1,5,1,0,3
0,38,2,1327,0,2,361,2,0,4,0,39,2,2,0,4,1,5249,19682,3,0,18,3,4,80,1,13,0,3,8,7,7,5
0,32,0,128,1,2,362,1,3,4,0,84,2,2,2,1,0,2176,19737,4,0,13,3,4,80,0,9,5,3,6,2,0,4
0,46,0,488,0,2,363,3,3,3,1,75,1,4,5,2,1,16872,14977,3,1,12,3,2,80,1,28,2,2,7,7,7,7
1,28,0,529,1,2,364,4,0,1,0,79,3,1,2,3,0,3485,14935,2,0,11,3,3,80,0,5,5,1,0,0,0,0
0,29,0,1210,0,2,366,3,1,1,0,78,2,2,0,2,1,6644,3687,2,0,19,3,2,80,2,10,2,3,0,0,0,0
0,31,0,1463,1,23,367,3,1,2,0,64,2,2,4,4,1,5582,14408,0,0,21,4,2,80,1,10,2,3,9,0,7,8
0,25,2,675,1,5,369,2,0,2,0,85,4,2,4,1,2,4000,18384,1,0,12,3,4,80,2,6,2,3,6,3,1,5
0,45,0,1385,1,20,372,2,1,3,0,79,3,4,4,4,1,13496,7501,0,1,14,3,2,80,0,21,2,3,20,7,4,10
0,36,0,1403,1,6,373,3,0,4,0,47,3,1,2,4,1,3210,20251,0,0,11,3,3,80,1,16,4,3,15,13,10,11
0,55,0,452,1,1,374,3,1,4,0,81,3,5,5,1,0,19045,18938,0,1,14,3,3,80,0,37,2,3,36,10,4,13
1,47,2,666,1,29,376,4,0,1,0,88,3,3,5,2,1,11849,10268,1,1,12,3,4,80,1,10,2,2,10,7,9,9
0,28,0,1158,1,9,377,3,1,4,0,94,3,1,1,4,1,2070,2613,1,0,23,4,4,80,1,5,3,2,5,2,0,4
0,37,0,228,0,6,378,4,1,3,0,98,3,2,0,4,1,6502,22825,4,0,14,3,2,80,1,7,5,4,5,4,0,1
0,21,0,996,1,3,379,2,1,4,0,100,2,1,1,3,0,3230,10531,1,0,17,3,1,80,0,3,4,4,3,2,1,0
0,37,2,728,1,1,380,4,1,1,1,80,3,3,7,4,2,13603,11677,2,1,18,3,1,80,2,15,2,3,5,2,0,2
0,35,0,1315,1,22,381,3,0,2,1,71,4,3,5,2,2,11996,19100,7,0,18,3,2,80,1,10,6,2,7,7,6,2
0,38,0,322,0,7,382,2,1,1,1,44,4,2,0,1,2,5605,19191,1,1,24,4,3,80,1,8,3,3,8,0,7,7
0,26,1,1479,1,1,384,3,0,3,1,84,3,2,3,2,2,6397,26767,1,0,20,4,1,80,1,6,6,1,6,5,1,4
0,50,0,797,1,4,385,1,0,1,0,96,3,5,7,2,2,19144,15815,3,0,14,3,1,80,2,28,4,2,10,4,1,6
0,53,0,1070,1,3,386,4,1,3,0,45,3,4,7,3,1,17584,21016,3,1,16,3,4,80,3,21,5,2,5,3,1,3
0,42,0,635,0,1,387,1,0,2,0,99,3,2,0,3,1,4907,24532,1,0,25,4,3,80,0,20,3,3,20,16,11,6
0,29,1,442,0,2,388,2,0,2,0,44,3,2,0,4,0,4554,20260,1,0,18,3,1,80,0,10,3,2,10,7,0,9
0,55,0,147,1,20,389,2,3,2,0,37,3,2,2,4,1,5415,15972,3,1,19,3,4,80,1,12,4,3,10,7,0,8
0,26,1,496,1,11,390,2,1,1,0,60,3,2,4,1,1,4741,22722,1,1,13,3,3,80,1,5,3,3,5,3,3,3
0,37,0,1372,1,1,391,3,0,4,1,42,3,1,1,4,0,2115,15881,1,0,12,3,2,80,0,17,3,3,17,12,5,7
1,44,1,920,1,24,392,3,0,4,0,43,3,1,2,3,2,3161,19920,3,1,22,4,4,80,1,19,0,1,1,0,0,0
0,38,0,688,1,23,393,4,0,4,0,82,3,2,4,4,2,5745,18899,9,0,14,3,2,80,1,10,2,3,2,2,1,2
1,26,0,1449,1,16,394,4,1,1,0,45,3,1,2,2,2,2373,14180,2,1,13,3,4,80,1,5,2,3,3,2,0,2
0,28,0,1117,1,8,395,2,0,4,1,66,3,1,1,4,0,3310,4488,1,0,21,4,4,80,0,5,3,3,5,3,0,2
0,49,1,636,1,10,396,4,0,3,1,35,3,5,7,1,0,18665,25594,9,1,11,3,4,80,0,22,4,3,3,2,1,2
0,36,0,506,1,3,397,3,3,3,0,30,3,2,1,2,0,4485,26285,4,0,12,3,4,80,0,10,2,3,8,0,7,7
0,31,1,444,0,5,399,3,2,4,1,84,3,1,6,2,2,2789,3909,1,0,11,3,3,80,1,2,5,2,2,2,2,2
1,26,0,950,0,4,401,4,2,4,0,48,2,2,0,4,0,5828,8450,1,1,12,3,2,80,0,8,0,3,8,7,7,4
0,37,1,889,1,9,403,3,1,2,0,53,3,1,1,4,1,2326,11411,1,1,12,3,3,80,3,4,3,2,4,2,1,2
0,42,1,555,0,26,404,3,2,3,1,77,3,4,0,2,1,13525,14864,5,0,14,3,4,80,1,23,2,4,20,4,4,8
1,18,0,230,1,3,405,3,0,3,0,54,3,1,2,3,0,1420,25233,1,0,13,3,3,80,0,0,2,3,0,0,0,0
0,35,0,1232,0,16,406,3,2,3,0,96,3,3,0,2,1,8020,5100,0,0,15,3,3,80,2,12,3,2,11,9,6,9
0,36,1,566,1,18,407,4,0,3,0,81,4,1,2,4,1,3688,7122,4,0,18,3,4,80,2,4,2,3,1,0,0,0
0,51,0,1302,1,2,408,3,1,4,0,84,1,2,3,2,2,5482,16321,5,0,18,3,4,80,1,13,3,3,4,1,1,2
0,41,0,334,0,2,410,4,0,4,0,88,3,4,5,2,0,16015,15896,1,0,19,3,2,80,0,22,2,3,22,10,0,4
0,18,0,812,0,10,411,3,1,4,1,69,2,1,6,3,0,1200,9724,1,0,12,3,1,80,0,0,2,3,0,0,0,0
0,28,0,1476,1,16,412,2,1,2,0,68,4,2,4,1,0,5661,4824,0,0,19,3,3,80,0,9,2,3,8,3,0,7
0,31,0,218,0,7,416,3,3,2,0,100,4,2,0,4,1,6929,12241,4,0,11,3,2,80,1,10,3,2,8,7,7,7
0,39,0,1132,1,1,417,3,1,3,0,48,4,3,4,4,2,9613,10942,0,0,17,3,1,80,3,19,5,2,18,10,3,7
0,36,2,1105,1,24,419,4,0,2,1,47,3,2,2,2,1,5674,6927,7,0,15,3,3,80,1,11,3,3,9,8,0,8
0,32,0,906,0,7,420,3,0,4,0,91,2,2,0,3,1,5484,16985,1,0,14,3,3,80,1,13,3,2,13,8,4,8
0,38,0,849,1,25,421,2,0,1,1,81,2,3,7,2,1,12061,26707,3,0,17,3,3,80,1,19,2,3,10,8,0,1
0,58,2,390,1,1,422,4,0,4,0,32,1,2,4,3,2,5660,17056,2,1,13,3,4,80,1,12,2,3,5,3,1,2
0,31,0,691,1,5,423,4,3,3,0,86,3,1,1,4,1,4821,10077,0,1,12,3,3,80,1,6,4,3,5,2,0,3
0,31,0,106,3,2,424,3,4,1,0,62,2,2,8,1,1,6410,17822,3,0,12,3,4,80,0,9,1,3,2,2,1,0
0,45,1,1249,1,7,425,3,0,1,0,97,3,3,2,1,2,5210,20308,1,0,18,3,1,80,1,24,2,3,24,9,9,11
0,31,0,192,1,2,426,4,0,3,0,32,3,1,1,4,2,2695,7747,0,1,18,3,2,80,1,3,2,1,2,2,2,2
0,33,1,553,1,5,428,4,0,4,1,74,3,3,5,2,1,11878,23364,6,0,11,3,2,80,2,12,2,3,10,6,8,8
0,39,0,117,1,10,429,1,1,3,0,99,3,4,5,1,1,17068,5355,1,1,14,3,4,80,0,21,3,3,21,9,11,10
0,43,1,185,1,10,430,4,0,3,1,33,3,1,2,4,0,2455,10675,0,0,19,3,1,80,0,9,5,3,8,7,1,7
0,49,0,1091,1,1,431,2,3,3,1,90,2,4,4,3,0,13964,17810,7,1,12,3,4,80,0,25,2,3,7,1,0,7
1,52,0,723,1,8,433,4,1,3,0,85,2,2,1,2,1,4941,17747,2,0,15,3,1,80,0,11,3,2,8,2,7,7
0,27,0,1220,1,5,434,3,0,3,1,85,3,1,1,2,0,2478,20938,1,1,12,3,2,80,0,4,2,2,4,3,1,2
0,32,0,588,0,8,436,2,3,3,1,65,2,2,0,2,1,5228,24624,1,1,11,3,4,80,0,13,2,3,13,12,11,9
0,27,0,1377,0,2,437,3,0,4,0,74,3,2,0,3,0,4478,5242,1,1,11,3,1,80,0,5,3,3,5,4,0,4
0,31,0,691,0,7,438,3,2,4,0,73,3,2,0,4,2,7547,7143,4,0,12,3,4,80,3,13,3,3,7,7,1,7
0,32,0,1018,1,2,439,4,1,1,1,74,4,2,1,4,0,5055,10557,7,0,16,3,3,80,0,10,0,2,7,7,0,7
1,28,0,1157,1,2,440,4,1,1,0,84,1,1,1,4,1,3464,24737,5,1,13,3,4,80,0,5,4,2,3,2,2,2
0,30,0,1275,1,28,441,2,1,4,1,64,3,2,1,4,1,5775,11934,1,0,13,3,4,80,2,11,2,3,10,8,1,9
0,31,1,798,1,7,442,2,0,3,1,48,2,3,3,3,1,8943,14034,1,0,24,4,1,80,1,10,2,3,10,9,8,9
0,39,1,672,1,7,444,2,1,3,0,54,2,5,5,4,1,19272,21141,1,0,15,3,1,80,1,21,2,3,21,9,13,3
1,39,0,1162,0,3,445,2,1,4,1,41,3,2,0,3,1,5238,17778,4,1,18,3,1,80,0,12,3,2,1,0,0,0
0,33,1,508,0,10,446,3,2,2,0,46,2,2,0,4,0,4682,4317,3,0,14,3,3,80,0,9,6,2,7,7,0,1
0,47,0,1482,1,5,447,5,0,4,0,42,3,5,7,3,1,18300,16375,4,0,11,3,2,80,1,21,2,3,3,2,1,1
0,43,1,559,1,10,448,4,0,3,1,82,2,2,2,3,2,5257,6227,1,0,11,3,2,80,1,9,3,4,9,7,0,0
0,27,2,210,0,1,449,1,2,3,0,73,3,2,0,2,1,6349,22107,0,1,13,3,4,80,1,6,0,3,5,4,1,4
0,54,1,928,1,20,450,4,0,4,1,31,3,2,1,3,0,4869,16885,3,0,12,3,4,80,0,20,4,2,4,3,0,3
0,43,0,1001,1,7,451,3,0,3,1,43,3,3,4,1,1,9985,9262,8,0,16,3,1,80,1,10,1,2,1,0,0,0
0,45,0,549,1,8,452,4,5,4,0,75,3,2,1,4,1,3697,9278,9,0,14,3,1,80,2,12,3,3,10,9,9,8
0,40,0,1124,0,1,453,2,1,2,0,57,1,2,0,4,1,7457,13273,2,1,22,4,3,80,3,6,2,2,4,3,0,2
1,29,0,318,1,8,454,4,5,2,0,77,1,1,2,1,1,2119,4759,1,1,11,3,4,80,0,7,4,2,7,7,0,7
0,29,0,738,1,9,455,5,5,2,0,30,2,1,2,4,0,3983,7621,0,0,17,3,3,80,0,4,2,3,3,2,2,2
0,30,0,570,0,5,456,3,2,4,1,30,2,2,0,3,2,6118,5431,1,0,13,3,3,80,3,10,2,3,10,9,1,2
0,27,0,1130,0,8,458,4,2,2,1,56,3,2,0,2,1,6214,3415,1,0,18,3,1,80,1,8,3,3,8,7,0,7
0,37,0,1192,1,5,460,2,1,4,0,61,3,2,3,4,2,6347,23177,7,0,16,3,3,80,2,8,2,2,6,2,0,4
0,38,0,343,1,15,461,2,0,3,0,92,2,3,7,4,2,11510,15682,0,1,14,3,2,80,1,12,3,3,11,10,2,9
0,31,0,1232,1,7,462,4,1,3,1,39,3,3,3,4,0,7143,25713,1,1,14,3,3,80,0,11,2,2,11,9,4,10
0,29,0,144,0,10,463,1,2,4,1,39,2,2,0,2,2,8268,11866,1,1,14,3,1,80,2,7,2,3,7,7,1,7
0,35,0,1296,1,5,464,4,3,3,0,62,3,3,3,2,0,8095,18264,0,0,13,3,4,80,0,17,5,3,16,6,0,13
0,23,0,1309,1,26,465,1,0,3,0,83,3,1,1,4,2,2904,16092,1,0,12,3,3,80,2,4,2,2,4,2,0,2
0,41,0,483,1,6,466,3,1,4,0,95,2,2,3,2,0,6032,10110,6,1,15,3,4,80,0,8,3,3,5,4,1,2
0,47,1,1309,0,4,467,1,1,2,0,99,3,2,6,3,0,2976,25751,3,0,19,3,1,80,0,5,3,3,0,0,0,0
0,42,0,810,1,23,468,5,0,1,1,44,3,4,7,4,0,15992,15901,2,0,14,3,2,80,0,16,2,3,1,0,0,0
0,29,2,746,0,2,469,3,0,4,0,61,3,2,0,3,1,4649,16928,1,0,14,3,1,80,1,4,3,2,4,3,0,2
0,42,0,544,3,2,470,1,3,3,0,52,3,1,8,3,2,2696,24017,0,1,11,3,3,80,1,4,5,3,3,2,1,0
0,32,0,1062,1,2,471,3,1,3,1,75,3,1,2,2,1,2370,3956,1,0,13,3,3,80,1,8,4,3,8,0,0,7
0,48,0,530,0,29,473,1,1,1,1,91,3,3,5,3,1,12504,23978,3,0,21,4,2,80,1,15,3,1,0,0,0,0
0,37,0,1319,1,6,474,3,1,3,0,51,4,2,1,1,2,5974,17001,4,1,13,3,1,80,2,13,2,3,7,7,6,7
0,30,2,641,0,25,475,2,3,4,1,85,3,2,0,3,1,4736,6069,7,1,12,3,2,80,1,4,2,4,2,2,2,2
0,26,0,933,0,1,476,3,0,3,0,57,3,2,0,3,1,5296,20156,1,0,17,3,2,80,1,8,3,3,8,7,7,7
0,42,0,1332,1,2,477,4,5,1,0,98,2,2,4,4,0,6781,17078,3,0,23,4,2,80,0,14,6,3,1,0,0,0
1,21,1,756,0,1,478,1,3,1,1,99,2,1,6,2,0,2174,9150,1,1,11,3,3,80,0,3,3,3,3,2,1,2
0,36,2,845,0,1,479,5,1,4,1,45,3,2,0,4,0,6653,15276,4,0,15,3,2,80,0,7,6,3,1,0,0,0
0,36,1,541,0,3,481,4,1,1,0,48,2,3,0,4,1,9699,7246,4,0,11,3,1,80,1,16,2,3,13,9,1,12
0,57,0,593,1,1,482,4,1,4,0,88,3,2,4,3,1,6755,2967,2,0,11,3,3,80,0,15,2,3,3,2,1,2
0,40,0,1171,1,10,483,4,0,4,1,46,4,1,2,3,1,2213,22495,3,1,13,3,3,80,1,10,3,3,7,7,1,7
0,21,2,895,0,9,484,2,1,1,0,39,3,1,6,4,0,2610,2851,1,0,24,4,3,80,0,3,3,2,3,2,2,2
1,33,0,350,0,5,485,3,2,4,1,34,3,1,6,3,0,2851,9150,1,1,13,3,2,80,0,1,2,3,1,0,0,0
0,37,0,921,1,10,486,3,1,3,1,98,3,1,2,1,1,3452,17663,6,0,20,4,2,80,1,17,3,3,5,4,0,3
0,46,2,1144,1,7,487,4,1,3,1,30,3,2,3,3,1,5258,16044,2,0,14,3,3,80,0,7,2,4,1,0,0,0
1,41,1,143,0,4,488,3,2,1,0,56,3,2,0,2,0,9355,9558,1,0,18,3,3,80,0,8,5,3,8,7,7,7
0,50,0,1046,1,10,491,3,3,4,0,100,2,3,4,4,0,10496,2755,6,0,15,3,4,80,0,20,2,3,4,3,1,3
1,40,0,575,0,22,492,2,2,3,0,68,2,2,0,3,1,6380,6110,2,1,12,3,1,80,2,8,6,3,6,4,1,0
0,31,0,408,1,9,493,4,0,3,0,42,2,1,1,2,0,2657,7551,0,1,16,3,4,80,0,3,5,3,2,2,2,2
1,21,0,156,0,12,494,3,0,3,1,90,4,1,6,2,0,2716,25422,1,0,15,3,4,80,0,1,0,3,1,0,0,0
0,29,0,1283,1,23,495,3,0,4,0,54,3,1,1,4,0,2201,18168,9,0,16,3,4,80,0,6,4,3,3,2,1,2
0,35,0,755,1,9,496,4,0,3,0,97,2,2,4,2,0,6540,19394,9,0,19,3,3,80,0,10,5,3,1,1,0,0
0,27,0,1469,1,1,497,2,1,4,0,82,3,1,2,2,2,3816,17881,1,0,11,3,2,80,1,5,2,3,5,2,0,4
0,28,0,304,0,9,498,4,0,2,0,92,3,2,0,4,0,5253,20750,1,0,16,3,4,80,0,7,1,3,7,5,0,7
0,49,0,1261,1,7,499,3,5,2,0,31,2,3,4,3,0,10965,12066,8,0,24,4,3,80,0,26,2,3,5,2,0,0
0,51,0,1178,0,14,500,2,0,3,1,87,3,2,0,4,1,4936,14862,4,0,11,3,3,80,1,18,2,2,7,7,0,7
0,36,0,329,1,2,501,3,0,4,1,96,3,1,1,3,1,2543,11868,4,0,13,3,2,80,1,6,3,3,2,2,2,2
1,34,2,1362,0,19,502,3,2,1,0,67,4,2,0,4,0,5304,4652,8,1,13,3,2,80,0,9,3,2,5,2,0,4
0,55,0,1311,1,2,505,3,0,3,1,97,3,4,5,4,0,16659,23258,2,1,13,3,3,80,0,30,2,3,5,4,1,2
0,24,0,1371,0,10,507,4,2,4,1,77,3,2,0,3,2,4260,5915,1,1,12,3,4,80,1,5,2,4,5,2,0,3
0,30,0,202,0,2,508,1,3,3,0,72,3,1,6,2,1,2476,17434,1,0,18,3,1,80,1,1,3,3,1,0,0,0
1,26,1,575,1,3,510,1,3,3,0,73,3,1,1,1,0,3102,6582,0,0,22,4,3,80,0,7,2,3,6,4,0,4
0,22,0,253,1,11,511,3,1,1,1,43,3,1,1,2,1,2244,24440,1,0,13,3,4,80,1,2,1,3,2,1,1,2
0,36,0,164,0,2,513,2,1,2,0,61,2,3,0,3,1,7596,3809,1,0,13,3,2,80,2,10,2,3,10,9,9,0
1,30,1,464,1,4,514,3,3,3,0,40,3,1,1,4,0,2285,3427,9,1,23,4,3,80,0,3,4,3,1,0,0,0
0,37,0,1107,1,14,515,3,0,4,1,95,3,1,2,1,2,3034,26914,1,0,12,3,3,80,1,18,2,2,18,7,12,17
0,40,0,759,0,2,516,2,2,4,1,46,3,2,0,2,2,5715,22553,7,0,12,3,3,80,2,8,5,3,5,4,1,3
0,42,0,201,1,1,517,4,0,2,1,95,3,1,2,1,2,2576,20490,3,0,16,3,2,80,1,8,5,3,5,2,1,2
0,37,0,1305,1,10,518,4,0,3,0,49,3,2,3,2,0,4197,21123,2,1,12,3,4,80,0,18,2,2,1,0,0,1
0,43,0,982,1,12,520,3,0,1,0,59,2,4,7,2,2,14336,4345,1,0,11,3,3,80,1,25,3,3,25,10,3,9
0,40,0,555,1,2,521,3,1,2,1,78,2,2,2,3,1,3448,13436,6,0,22,4,2,80,1,20,3,3,1,0,0,0
0,54,0,821,1,5,522,2,1,1,0,86,3,5,7,1,1,19406,8509,4,0,11,3,3,80,1,24,4,2,4,2,1,2
0,34,2,1381,0,4,523,4,2,3,1,72,3,2,0,3,1,6538,12740,9,0,15,3,1,80,1,6,3,3,3,2,1,2
0,31,0,480,1,7,524,2,1,2,1,31,3,2,3,1,1,4306,4156,1,0,12,3,2,80,1,13,5,1,13,10,3,12
0,43,1,313,1,21,525,3,1,4,0,61,3,1,2,4,1,2258,15238,7,0,20,4,1,80,1,8,1,3,3,2,1,2
